N,P,K,temperature,humidity,ph,rainfall,label
118.47,141.35,204.6,22.84,85.87,5.75,66.95,grapes
118.01,133.66,200.83,28.48,85.59,5.7,63.98,grapes
114.54,130.74,202.63,14.7,84.11,6.24,66.38,grapes
124.6,131.63,200.64,22.17,86.67,5.61,66.14,grapes
122.97,135.84,203.73,20.87,88.7,5.84,72.48,grapes
128.17,126.79,200.77,23.59,86.56,5.94,66.35,grapes
133.69,131.88,202.07,22.2,89.17,5.83,65.2,grapes
135.25,129.72,204.0,31.13,84.61,5.55,67.43,grapes
121.02,139.8,203.97,18.52,87.0,6.19,71.53,grapes
124.99,120.36,199.61,14.75,84.49,6.25,68.64,grapes
131.48,134.64,196.75,8.0,85.37,5.95,63.84,grapes
102.99,127.91,199.51,29.33,85.47,6.4,63.62,grapes
128.81,132.8,201.74,20.51,87.68,6.07,64.95,grapes
119.88,131.0,201.22,14.56,84.93,6.1,67.62,grapes
133.47,137.34,199.98,25.73,85.74,6.1,60.65,grapes
116.98,123.22,203.2,23.51,84.52,6.22,69.08,grapes
108.71,132.06,199.16,10.04,83.27,5.95,67.07,grapes
105.18,139.7,199.74,24.3,86.0,5.8,69.21,grapes
116.33,126.9,201.43,35.93,86.81,6.23,65.55,grapes
104.02,141.81,205.0,36.34,84.16,5.71,63.5,grapes
103.16,131.83,204.01,22.87,85.76,6.34,65.98,grapes
140.0,144.95,199.67,19.38,86.74,5.91,63.16,grapes
132.81,140.1,200.39,13.9,81.93,6.03,65.63,grapes
96.59,23.89,51.83,26.53,82.52,6.41,53.79,watermelon
104.48,27.08,51.05,26.89,86.35,6.77,48.38,watermelon
100.14,23.19,54.03,26.05,84.79,6.84,39.04,watermelon
85.78,21.76,50.04,25.95,85.16,6.64,45.93,watermelon
105.7,23.72,53.05,27.01,85.61,6.57,42.38,watermelon
94.69,16.29,52.63,25.04,86.99,6.5,49.11,watermelon
102.49,15.06,48.93,24.22,84.38,6.38,47.42,watermelon
104.17,21.62,50.58,26.25,86.44,6.43,47.69,watermelon
103.13,21.09,53.49,26.39,83.65,6.47,53.36,watermelon
110.68,23.37,49.84,24.56,82.5,6.57,51.71,watermelon
89.01,17.78,51.58,24.64,87.76,6.41,56.29,watermelon
94.67,11.08,48.85,25.43,84.03,6.45,51.67,watermelon
98.29,17.09,45.73,25.79,84.78,6.9,45.3,watermelon
81.92,21.36,50.87,24.74,81.18,6.88,57.07,watermelon
75.13,14.64,54.16,25.14,83.77,6.43,44.4,watermelon
82.95,24.08,45.39,25.69,87.22,6.14,45.38,watermelon
112.13,20.83,48.46,26.4,88.02,6.57,45.5,watermelon
95.87,19.29,49.53,26.2,81.18,6.13,50.9,watermelon
95.08,13.58,45.58,25.51,84.87,6.66,50.34,watermelon
98.67,24.86,46.72,25.9,80.82,6.29,43.94,watermelon
107.82,17.09,49.97,24.67,84.25,6.31,51.92,watermelon
90.09,25.81,45.81,24.9,89.19,6.39,43.43,watermelon
102.19,14.53,47.91,24.68,91.92,6.44,40.37,watermelon
114.94,21.32,48.08,24.8,86.68,6.44,40.37,watermelon
117.87,14.79,53.74,26.46,82.5,6.76,46.74,watermelon
81.33,14.85,50.99,25.15,84.23,6.79,50.53,watermelon
91.57,21.89,50.49,23.61,86.07,6.6,50.1,watermelon
108.92,13.3,50.84,24.32,86.02,6.99,45.03,watermelon
92.4,13.06,50.32,24.7,86.05,6.71,52.67,watermelon
82.32,23.72,52.34,26.12,85.93,6.56,55.16,watermelon
119.24,11.54,52.7,25.44,84.68,6.12,48.58,watermelon
90.03,14.6,47.25,25.16,83.98,6.52,41.93,watermelon
85.54,19.76,48.01,26.31,85.56,6.65,57.05,watermelon
96.9,13.91,52.18,25.88,84.53,6.85,48.94,watermelon
100.33,17.63,47.66,25.56,88.49,6.61,50.16,watermelon
98.38,19.57,51.87,25.96,84.17,6.58,52.4,watermelon
89.93,18.55,44.6,25.86,86.65,6.69,48.02,watermelon
103.09,26.4,53.53,25.48,85.35,6.78,42.5,watermelon
96.77,25.85,52.44,25.78,81.24,6.49,47.05,watermelon
103.31,12.44,47.44,23.95,88.05,6.4,50.79,watermelon
99.98,10.83,46.85,24.75,83.19,6.59,46.02,watermelon
117.46,23.92,52.02,25.41,88.79,6.45,49.84,watermelon
101.7,21.89,51.59,25.14,83.67,6.66,53.58,watermelon
96.07,7.58,49.48,25.97,89.51,6.2,47.87,watermelon
96.11,25.97,49.91,24.82,86.4,6.4,43.88,watermelon
91.07,28.34,50.96,25.58,84.38,6.57,51.4,watermelon
102.92,18.22,52.17,25.52,82.56,6.35,40.1,watermelon
120.27,22.89,47.92,25.29,83.41,6.89,42.9,watermelon
101.14,16.82,52.07,25.42,80.6,6.44,45.14,watermelon
100.8,26.46,45.65,24.9,83.62,6.4,53.7,watermelon
98.26,20.1,48.44,25.67,86.94,6.32,53.91,watermelon
100.52,24.03,49.5,25.79,84.9,6.48,51.29,watermelon
105.37,9.69,53.58,24.11,83.29,6.48,52.06,watermelon
115.76,5.89,48.73,23.9,85.08,6.57,57.95,watermelon
101.21,24.03,51.46,25.17,81.48,6.57,42.54,watermelon
112.95,16.49,52.99,25.14,85.67,6.55,49.77,watermelon
95.67,19.95,47.68,24.59,88.11,6.68,50.33,watermelon
116.65,15.83,53.31,25.63,82.44,6.96,54.95,watermelon
98.79,22.04,48.99,26.12,79.02,6.25,54.9,watermelon
97.5,18.8,46.63,26.89,87.98,6.45,47.98,watermelon
110.3,29.89,52.38,27.13,82.69,6.3,44.06,watermelon
104.42,18.6,49.62,26.11,88.08,6.12,47.02,watermelon
108.2,14.58,48.0,26.26,81.78,6.42,51.64,watermelon
94.26,22.39,48.58,26.56,84.69,6.67,53.73,watermelon
93.72,5.0,50.9,25.55,86.39,6.44,47.85,watermelon
120.08,8.3,51.83,25.07,84.16,6.42,45.98,watermelon
105.71,26.19,51.18,25.58,82.53,6.63,60.78,watermelon
96.19,15.15,48.6,25.13,78.14,6.6,45.77,watermelon
83.9,22.21,47.29,25.25,88.67,6.15,42.34,watermelon
102.69,24.68,46.06,25.81,86.45,5.99,53.99,watermelon
108.77,15.55,53.13,26.35,85.26,6.39,45.14,watermelon
99.62,21.06,49.19,23.85,88.17,6.55,48.1,watermelon
108.57,27.03,43.0,25.83,81.43,6.62,50.64,watermelon
106.36,14.38,45.32,25.16,86.02,6.75,44.14,watermelon
110.27,13.45,50.91,25.12,85.46,6.72,43.86,watermelon
93.2,18.66,56.0,24.85,90.1,7.0,49.51,watermelon
97.02,13.17,49.83,24.44,84.81,6.87,46.94,watermelon
97.59,6.87,50.94,25.7,85.16,6.45,48.54,watermelon
105.02,17.32,50.79,25.66,87.81,6.67,50.96,watermelon
115.18,20.13,53.26,25.96,80.4,6.83,50.68,watermelon
99.48,19.26,49.14,25.67,83.52,6.82,49.43,watermelon
96.17,11.72,50.67,25.64,85.97,6.24,41.99,watermelon
106.26,26.78,47.43,26.69,85.71,6.5,48.01,watermelon
86.15,23.67,48.06,24.92,87.48,6.03,42.38,watermelon
99.82,19.33,51.21,25.27,91.33,6.44,48.85,watermelon
92.03,18.27,51.54,26.4,81.28,6.44,52.23,watermelon
105.87,17.54,51.36,24.89,88.89,6.75,43.28,watermelon
89.25,10.96,51.69,24.54,84.17,6.61,49.67,watermelon
102.59,10.84,51.49,25.04,84.19,6.56,50.52,watermelon
100.24,12.81,49.25,25.5,81.56,6.38,51.94,watermelon
87.23,24.73,53.17,24.57,88.39,6.46,52.09,watermelon
95.03,23.27,51.02,24.89,82.09,6.13,50.94,watermelon
105.72,21.57,49.71,24.63,83.29,6.79,47.58,watermelon
101.43,10.78,50.84,25.16,87.62,6.69,47.52,watermelon
98.73,14.06,46.45,24.86,85.5,6.58,50.74,watermelon
96.98,23.33,50.16,26.03,80.57,5.52,51.42,watermelon
85.75,16.17,49.24,26.69,86.0,6.54,54.18,watermelon
103.68,14.64,52.68,24.67,85.81,6.11,51.02,watermelon
101.93,27.98,46.09,25.05,87.06,6.58,50.9,watermelon
90.44,13.81,53.11,25.46,85.94,6.47,44.08,watermelon
109.34,20.65,55.76,27.49,93.53,6.14,25.39,muskmelon
109.77,5.0,49.49,27.72,91.62,6.48,27.8,muskmelon
98.67,18.78,50.29,28.0,91.14,6.62,25.74,muskmelon
103.95,12.46,48.85,27.91,90.58,6.06,23.5,muskmelon
105.23,13.42,47.45,27.59,91.93,6.33,30.41,muskmelon
110.55,23.9,52.92,27.5,90.97,6.18,28.34,muskmelon
94.53,9.68,48.92,27.88,92.84,6.45,22.93,muskmelon
106.86,13.51,49.61,28.34,91.7,6.29,26.48,muskmelon
91.42,15.1,51.39,29.03,93.26,6.49,26.33,muskmelon
89.27,18.22,49.93,28.16,92.65,6.48,24.22,muskmelon
100.59,9.83,49.2,28.7,92.9,6.4,29.74,muskmelon
86.39,10.57,54.28,28.02,92.2,6.16,26.12,muskmelon
105.44,10.66,49.65,27.83,92.82,6.18,28.13,muskmelon
109.16,15.23,49.46,27.93,91.53,6.31,24.32,muskmelon
116.13,23.42,52.34,28.18,91.1,6.39,27.43,muskmelon
87.42,21.48,55.81,28.53,94.27,6.44,27.42,muskmelon
92.82,22.47,51.64,28.14,94.15,6.29,24.53,muskmelon
100.95,11.06,50.57,27.14,93.81,6.41,23.7,muskmelon
91.66,16.03,51.72,28.27,91.62,6.23,26.64,muskmelon
92.78,17.87,50.31,28.16,93.57,6.15,20.22,muskmelon
94.33,28.76,55.06,28.92,92.26,6.04,20.0,muskmelon
93.86,16.26,53.25,28.43,92.78,6.22,22.6,muskmelon
102.54,21.86,50.98,27.48,93.31,6.49,22.32,muskmelon
92.16,21.8,49.41,28.79,93.13,6.3,24.97,muskmelon
100.63,12.95,47.72,28.35,93.56,6.52,28.79,muskmelon
94.58,27.96,47.75,27.49,90.3,6.31,23.74,muskmelon
105.26,19.02,47.02,27.8,92.04,6.04,22.55,muskmelon
92.29,26.46,50.48,28.33,90.63,6.64,28.25,muskmelon
80.02,13.09,51.24,28.32,91.65,6.34,23.51,muskmelon
101.1,24.98,48.07,28.5,91.52,6.23,27.05,muskmelon
109.22,22.82,46.71,27.77,93.53,6.41,22.32,muskmelon
104.58,13.03,54.49,28.77,93.26,6.67,25.16,muskmelon
107.65,26.74,50.61,27.87,90.37,6.38,27.06,muskmelon
109.46,20.65,48.65,27.01,91.88,6.34,24.22,muskmelon
106.19,29.91,50.31,27.89,92.18,6.42,22.93,muskmelon
101.2,20.32,50.52,28.23,93.04,6.05,26.59,muskmelon
93.29,10.65,47.24,28.22,92.22,6.06,26.2,muskmelon
85.6,18.37,50.6,28.44,94.73,6.13,24.87,muskmelon
97.24,20.21,50.54,27.82,91.95,6.18,27.47,muskmelon
104.59,23.24,49.22,27.67,91.15,6.47,22.4,muskmelon
118.49,9.33,50.68,28.78,93.25,6.44,22.58,muskmelon
86.18,22.31,53.77,27.78,91.08,5.91,22.55,muskmelon
98.86,27.49,51.68,28.15,92.0,6.28,28.51,muskmelon
102.01,5.0,48.32,27.57,91.82,6.51,24.73,muskmelon
99.23,25.71,48.26,28.93,91.66,6.42,24.3,muskmelon
101.23,20.28,51.08,27.62,91.1,6.9,23.79,muskmelon
106.99,7.45,49.3,27.94,93.09,5.86,25.42,muskmelon
88.5,19.53,47.41,27.57,92.16,6.19,23.81,muskmelon
88.07,6.04,52.54,27.35,92.28,6.55,23.46,muskmelon
91.75,18.91,52.79,27.42,92.31,6.05,24.02,muskmelon
100.34,12.16,48.86,27.3,92.6,6.61,22.26,muskmelon
93.77,20.64,53.03,27.25,92.29,6.46,24.74,muskmelon
75.23,20.63,53.8,28.06,91.21,6.3,29.42,muskmelon
109.1,21.5,50.89,27.67,92.25,6.38,26.37,muskmelon
115.09,24.49,46.45,28.11,93.42,6.52,23.43,muskmelon
129.14,9.52,47.29,28.12,95.15,6.23,24.34,muskmelon
110.77,17.39,49.16,28.28,92.84,6.61,28.23,muskmelon
103.07,19.32,50.54,28.24,92.57,6.4,27.99,muskmelon
115.16,8.08,50.03,27.66,92.11,6.48,26.67,muskmelon
98.88,5.54,47.59,28.45,89.07,6.64,26.3,muskmelon
113.16,16.26,44.85,28.22,94.09,6.58,23.34,muskmelon
100.87,14.17,47.95,28.48,91.0,6.22,22.24,muskmelon
85.1,18.42,52.9,27.91,90.62,6.57,29.21,muskmelon
93.54,14.51,51.29,28.81,91.85,6.13,26.58,muskmelon
107.99,17.54,48.6,28.5,93.16,6.25,25.12,muskmelon
86.48,21.79,49.34,27.78,92.46,6.41,27.24,muskmelon
105.91,16.52,51.91,28.2,91.97,6.38,24.63,muskmelon
105.05,15.21,49.02,28.98,93.67,6.25,26.43,muskmelon
101.18,19.95,50.34,28.59,92.93,6.39,27.61,muskmelon
102.33,18.26,50.79,27.95,92.51,6.28,23.12,muskmelon
90.01,8.8,47.8,27.91,92.63,6.35,20.0,muskmelon
115.75,24.29,51.11,28.95,91.28,6.78,22.59,muskmelon
102.39,9.54,50.04,28.19,92.31,6.54,25.25,muskmelon
94.78,13.96,52.03,27.67,93.64,6.64,20.83,muskmelon
111.33,30.38,50.63,28.3,93.8,6.34,25.46,muskmelon
86.86,18.37,51.25,28.26,93.83,6.25,23.67,muskmelon
118.96,16.56,50.5,27.97,91.47,6.72,23.68,muskmelon
88.73,14.68,45.0,27.67,91.29,6.52,23.32,muskmelon
108.88,26.24,51.95,27.89,92.68,6.1,24.67,muskmelon
91.4,21.84,56.43,28.25,90.01,6.33,25.31,muskmelon
100.87,12.93,50.61,27.38,91.32,6.53,22.46,muskmelon
105.38,8.94,54.41,27.61,92.22,6.47,23.59,muskmelon
101.43,21.1,52.4,28.4,92.29,6.37,30.87,muskmelon
109.5,11.74,50.25,27.83,92.33,6.15,23.97,muskmelon
118.12,21.12,43.77,28.61,93.86,6.33,26.79,muskmelon
91.41,14.56,53.75,27.86,90.16,6.39,24.8,muskmelon
111.98,17.59,48.95,28.52,92.65,6.25,27.89,muskmelon
101.94,17.52,50.44,27.46,91.84,6.4,24.51,muskmelon
112.72,18.86,52.14,28.0,93.82,6.48,25.03,muskmelon
99.87,11.53,51.27,27.98,91.87,6.62,21.87,muskmelon
95.78,23.92,50.79,27.98,92.81,6.44,21.21,muskmelon
96.51,27.6,48.35,27.84,91.82,6.38,23.54,muskmelon
104.87,18.73,51.93,27.47,92.07,6.35,26.14,muskmelon
92.07,23.22,52.97,27.51,91.89,6.29,31.58,muskmelon
95.7,27.99,46.83,27.51,91.64,6.23,24.33,muskmelon
92.91,12.38,52.9,28.61,93.69,6.5,25.23,muskmelon
95.03,11.54,50.91,27.41,91.26,6.63,29.75,muskmelon
103.93,24.42,49.39,27.33,93.27,6.51,25.18,muskmelon
97.58,23.51,47.54,27.61,91.24,6.42,22.28,muskmelon
93.16,13.09,49.35,27.26,92.61,6.65,25.34,muskmelon
35.41,140.84,201.94,22.56,92.53,6.19,110.05,apple
1.17,135.58,197.17,21.78,92.5,5.98,103.67,apple
21.65,138.54,197.18,23.45,90.55,6.53,109.93,apple
21.46,120.67,199.84,22.67,92.39,5.86,106.58,apple
31.31,132.69,203.85,22.11,91.96,6.2,102.36,apple
7.87,139.36,197.07,21.14,94.84,5.65,113.65,apple
20.69,114.93,199.33,22.84,92.94,6.23,110.08,apple
27.13,128.19,196.47,21.53,90.67,6.25,103.03,apple
22.74,130.84,199.74,23.52,91.95,6.15,112.73,apple
18.48,145.0,196.4,23.47,93.32,5.88,122.68,apple
1.52,129.24,196.98,22.81,91.11,6.11,111.33,apple
15.21,134.93,199.33,21.68,96.0,5.88,98.64,apple
11.58,124.58,202.07,22.74,93.0,5.91,110.75,apple
16.29,131.99,202.09,22.75,93.13,6.12,118.03,apple
22.88,134.74,202.97,22.0,91.43,5.7,113.64,apple
1.46,135.39,199.73,23.35,91.66,5.95,119.51,apple
33.83,128.25,200.45,22.72,92.97,5.93,120.51,apple
1.1,129.87,201.12,22.84,94.19,6.3,110.72,apple
33.0,128.04,202.33,23.86,94.02,6.03,110.43,apple
4.71,134.44,197.21,21.91,91.01,5.88,112.33,apple
22.74,128.75,202.67,22.34,91.52,6.06,124.77,apple
23.35,130.23,196.18,22.34,92.79,5.9,102.09,apple
11.49,141.59,203.59,21.84,93.34,5.71,121.28,apple
22.45,138.44,195.71,23.01,92.49,6.21,118.22,apple
20.66,128.74,201.95,22.45,91.41,5.77,103.27,apple
14.9,139.39,200.44,22.1,93.51,5.79,113.1,apple
18.2,137.37,196.06,21.86,90.45,5.94,120.07,apple
14.95,129.31,202.18,23.3,92.39,6.17,105.77,apple
33.78,145.0,201.3,20.94,91.8,6.15,109.87,apple
32.72,136.18,198.23,22.52,91.38,5.95,109.03,apple
31.75,145.0,196.42,21.06,92.19,5.62,112.79,apple
27.49,141.84,200.5,22.36,90.03,6.01,112.95,apple
26.39,128.07,198.91,21.39,89.64,5.72,102.69,apple
23.37,129.26,198.65,21.76,88.46,6.38,106.25,apple
15.88,123.41,202.43,22.61,91.47,5.9,122.99,apple
19.27,131.36,197.65,21.08,92.3,6.08,119.37,apple
0.0,125.47,198.55,22.5,92.32,5.97,115.05,apple
10.97,138.34,201.08,22.26,94.5,6.39,118.33,apple
0.0,142.37,201.99,24.0,94.05,6.39,117.99,apple
33.49,144.96,200.54,21.32,92.12,6.1,112.97,apple
7.53,122.31,198.15,23.11,94.48,6.23,119.11,apple
19.19,121.61,198.86,22.31,91.88,6.01,115.26,apple
28.53,130.76,195.24,22.14,92.55,6.31,108.95,apple
25.13,134.31,200.11,23.2,91.67,5.86,112.43,apple
13.6,135.68,198.22,22.67,92.37,6.05,109.63,apple
16.61,133.1,200.51,22.5,94.63,5.75,112.1,apple
4.26,134.83,197.21,22.29,92.03,6.07,109.05,apple
14.05,141.47,200.71,22.08,92.19,6.41,111.03,apple
13.11,128.22,198.63,22.05,90.9,5.72,107.32,apple
25.92,130.12,199.48,23.45,94.12,5.93,108.56,apple
11.36,136.83,199.49,22.21,91.48,5.81,114.5,apple
6.85,138.72,198.67,22.39,90.83,6.0,110.45,apple
19.5,141.7,200.44,21.9,91.61,6.15,120.62,apple
22.82,136.8,201.52,23.56,90.06,6.17,118.65,apple
6.61,126.96,197.87,21.95,91.9,6.06,117.91,apple
30.81,127.26,197.89,23.49,93.31,6.02,115.46,apple
19.7,135.78,199.16,22.7,90.61,5.83,108.27,apple
16.26,126.71,198.67,21.36,93.19,5.98,101.84,apple
11.65,134.6,198.64,21.98,92.41,6.09,103.52,apple
25.5,127.5,199.96,22.47,91.84,5.74,110.71,apple
36.25,123.99,204.23,22.31,92.54,5.73,107.68,apple
14.97,125.96,199.48,22.19,94.81,5.71,113.14,apple
22.48,125.81,201.72,22.2,89.38,6.16,105.52,apple
9.52,136.8,199.13,23.19,94.01,5.84,117.46,apple
12.45,145.0,198.27,23.27,93.55,6.08,108.31,apple
18.49,119.04,200.56,22.76,92.67,5.26,104.59,apple
12.52,134.32,200.72,22.37,93.29,5.74,116.31,apple
24.75,134.86,199.54,23.87,93.12,5.76,114.05,apple
27.52,128.82,202.72,22.79,89.57,6.07,109.96,apple
25.37,138.4,200.49,23.75,92.28,6.16,117.53,apple
19.03,137.37,198.51,22.18,90.86,6.06,114.53,apple
31.79,137.44,199.29,21.62,93.04,6.28,117.22,apple
30.84,131.18,198.83,21.95,92.43,5.98,113.79,apple
18.71,131.66,198.06,23.21,92.6,5.96,107.83,apple
6.68,140.67,201.39,21.28,93.45,6.23,113.28,apple
35.98,133.85,196.46,22.77,92.81,5.85,116.08,apple
3.32,138.69,197.8,21.76,92.36,6.11,113.52,apple
12.57,129.34,197.17,22.33,93.84,6.0,117.87,apple
34.55,128.82,199.53,24.13,94.31,5.58,114.92,apple
20.01,137.67,198.14,21.87,91.65,5.86,117.6,apple
8.19,128.61,195.53,23.26,94.09,5.92,110.64,apple
24.53,141.72,201.02,21.98,90.48,5.72,112.96,apple
13.45,133.72,198.62,21.71,91.03,6.39,118.06,apple
37.31,135.87,198.93,23.49,92.46,6.06,112.23,apple
0.0,142.53,201.23,22.75,92.42,6.04,108.77,apple
26.17,124.33,200.47,22.92,92.25,6.09,106.3,apple
10.34,133.98,201.7,21.09,93.15,5.86,111.29,apple
6.6,127.18,202.42,22.52,92.02,5.97,115.56,apple
24.4,132.03,202.73,23.23,93.02,6.01,116.61,apple
23.14,139.13,202.25,21.74,91.14,5.82,118.6,apple
4.24,134.97,200.91,23.37,92.73,5.66,106.5,apple
8.18,129.14,199.54,21.63,94.34,5.67,120.91,apple
31.85,138.11,198.27,22.76,90.9,6.23,112.04,apple
15.91,124.85,193.81,21.72,93.89,5.9,111.44,apple
26.56,143.79,203.31,21.77,90.07,6.59,126.68,apple
21.88,124.56,202.41,22.42,92.36,6.22,114.59,apple
8.14,130.47,201.65,22.88,92.83,6.23,110.24,apple
21.79,111.4,198.88,23.07,92.01,5.88,105.99,apple
30.03,135.93,202.06,21.21,92.3,5.93,110.75,apple
13.84,130.34,202.12,21.07,94.72,6.12,112.24,apple
29.07,8.43,8.34,21.74,94.21,6.73,112.25,orange
14.1,20.54,14.19,28.72,92.4,7.0,112.89,orange
25.07,24.45,12.76,21.71,93.3,6.61,105.38,orange
17.31,17.02,5.85,27.88,89.04,7.77,117.51,orange
17.39,17.56,10.76,18.82,92.74,6.7,109.53,orange
21.81,9.29,10.1,23.52,92.66,6.67,115.69,orange
16.46,18.92,13.24,22.0,92.77,6.71,116.19,orange
17.42,25.52,9.74,17.13,93.35,6.64,113.1,orange
0.0,17.53,8.85,15.85,91.81,6.53,109.76,orange
6.33,19.48,13.42,24.26,93.51,7.16,116.18,orange
38.7,14.38,8.2,27.4,93.39,7.04,119.45,orange
20.11,20.16,7.55,35.85,92.08,6.63,108.27,orange
13.55,12.94,8.69,13.96,91.52,7.48,113.68,orange
29.26,24.86,14.59,11.43,90.96,6.45,107.65,orange
16.99,14.71,10.55,22.72,91.6,5.93,105.04,orange
14.51,15.96,7.18,19.43,91.09,6.7,104.63,orange
11.51,9.32,9.62,17.08,93.63,6.9,109.65,orange
12.03,19.88,11.73,23.39,94.5,6.92,114.57,orange
21.34,21.72,8.01,19.64,92.94,6.88,112.54,orange
31.0,8.59,7.56,23.93,91.59,8.02,112.58,orange
19.22,14.28,8.8,22.69,92.64,6.58,108.63,orange
33.44,26.15,10.63,14.12,93.17,7.33,116.85,orange
27.34,26.39,10.13,26.43,91.65,6.86,116.65,orange
14.11,12.12,10.24,21.08,93.31,6.58,118.59,orange
7.1,25.34,8.09,11.28,92.8,6.65,104.45,orange
3.19,17.45,12.44,26.16,92.57,6.93,109.86,orange
5.7,8.62,9.49,21.5,93.56,7.03,113.03,orange
17.2,8.87,11.03,25.78,89.51,6.44,106.54,orange
21.18,12.48,9.9,21.18,92.3,6.48,106.81,orange
9.2,19.88,11.43,17.68,94.4,6.63,117.65,orange
13.58,5.0,11.01,24.05,92.54,6.51,109.83,orange
14.89,15.61,12.1,23.65,93.26,6.66,108.29,orange
8.47,15.19,5.0,18.81,92.4,6.96,108.66,orange
23.48,5.0,9.86,12.0,90.99,6.68,116.38,orange
23.71,17.61,9.95,18.04,91.82,6.91,103.07,orange
25.93,15.07,12.06,28.51,90.41,6.53,105.72,orange
1.87,11.05,16.1,26.31,94.9,7.06,106.29,orange
16.18,21.18,11.09,18.89,90.61,7.98,109.29,orange
16.74,18.21,9.39,23.27,94.11,6.7,104.19,orange
18.38,14.6,13.56,29.82,92.63,6.27,103.87,orange
20.15,19.6,9.06,19.5,91.76,6.74,98.09,orange
8.99,13.58,13.02,17.41,92.73,6.83,116.49,orange
32.63,17.14,8.81,18.35,92.2,6.59,112.77,orange
24.2,21.2,13.15,34.14,92.66,7.16,108.24,orange
31.85,24.13,12.52,23.09,91.66,6.23,109.8,orange
35.33,15.56,11.96,27.77,92.15,7.24,95.46,orange
7.77,11.78,7.95,24.6,92.86,6.9,112.98,orange
10.5,9.89,10.99,18.56,90.54,7.11,116.98,orange
35.57,18.67,11.56,31.06,91.7,7.17,111.38,orange
29.14,18.66,13.24,23.9,90.65,7.29,105.26,orange
32.53,16.94,12.94,29.59,93.04,6.94,112.11,orange
0.0,18.24,7.21,23.57,91.07,6.31,118.02,orange
30.69,17.47,10.46,20.95,93.21,6.5,114.97,orange
17.47,14.88,10.05,18.81,92.91,6.55,112.34,orange
32.16,13.0,9.67,25.38,91.96,6.92,112.78,orange
30.83,13.71,7.64,20.58,91.29,6.96,104.19,orange
43.33,25.6,10.03,27.92,90.45,7.7,107.05,orange
18.8,5.9,11.22,15.59,92.63,6.55,104.61,orange
11.96,18.91,6.8,17.82,93.33,7.73,112.39,orange
10.83,15.21,10.08,20.32,93.63,6.83,114.54,orange
16.86,25.78,9.58,16.43,95.22,6.07,106.31,orange
13.73,33.18,14.52,31.84,92.09,7.66,111.84,orange
29.77,18.62,9.88,20.93,92.24,6.98,111.84,orange
19.69,26.93,5.0,25.69,93.4,7.18,109.68,orange
22.08,23.66,13.73,20.62,92.83,7.38,99.38,orange
13.1,26.66,12.73,25.77,91.94,6.42,107.04,orange
35.48,13.57,10.25,17.79,93.55,6.55,109.51,orange
3.17,7.42,10.02,14.22,95.13,5.98,106.0,orange
20.17,15.22,7.24,16.51,91.26,6.64,119.76,orange
20.78,24.89,11.27,29.46,89.0,6.64,116.54,orange
14.28,28.52,13.71,19.57,91.87,6.37,106.85,orange
7.67,20.18,6.36,26.27,93.29,6.13,117.75,orange
25.14,22.19,8.1,26.39,93.91,6.71,120.01,orange
20.44,24.63,10.73,26.16,90.41,6.89,106.33,orange
11.54,28.4,9.47,16.23,92.05,6.26,117.17,orange
13.04,20.81,13.39,19.37,93.17,6.36,122.23,orange
29.36,16.3,8.07,21.79,92.08,7.48,103.87,orange
21.35,17.39,9.71,21.82,92.35,7.08,113.04,orange
24.19,5.0,10.75,12.15,93.31,7.3,105.37,orange
17.38,13.75,13.09,23.09,94.66,6.91,111.21,orange
20.68,22.61,5.66,23.03,92.41,7.02,109.06,orange
9.61,17.55,7.29,10.47,93.41,6.97,112.34,orange
33.03,13.34,6.42,22.06,92.07,6.43,109.6,orange
13.88,6.02,8.9,15.4,92.79,6.5,115.56,orange
36.04,21.75,6.12,31.91,94.47,6.76,116.61,orange
14.48,5.84,8.1,33.31,90.64,6.75,110.17,orange
14.87,14.73,10.18,18.99,90.72,6.83,115.37,orange
28.7,12.44,6.87,20.72,94.46,6.99,113.52,orange
28.9,20.13,10.3,26.64,91.82,6.22,113.61,orange
32.38,10.51,12.05,33.0,92.5,6.44,110.62,orange
14.49,13.65,11.08,12.48,90.7,6.76,109.89,orange
23.44,29.22,10.26,26.24,91.28,7.04,107.37,orange
20.71,16.82,12.58,14.31,89.65,6.67,112.34,orange
21.52,25.2,11.09,18.98,89.59,6.66,115.14,orange
16.08,17.68,11.05,16.15,93.28,7.36,109.14,orange
8.71,17.08,5.0,24.61,93.07,7.38,109.03,orange
24.08,12.12,9.11,12.97,92.26,6.64,111.5,orange
13.76,18.02,9.17,20.43,92.6,6.77,113.81,orange
18.79,15.31,9.55,18.03,92.05,7.51,105.44,orange
17.21,15.08,9.38,20.43,92.85,6.11,115.19,orange
58.04,49.73,44.33,28.37,92.2,7.07,173.52,papaya
36.68,53.19,49.87,34.83,90.86,6.73,107.32,papaya
42.84,59.12,51.93,37.92,93.22,6.69,182.51,papaya
55.2,58.34,48.47,30.89,92.59,7.05,160.82,papaya
47.15,52.3,48.77,44.93,92.0,6.86,125.26,papaya
54.79,62.45,48.57,30.13,94.57,6.87,186.51,papaya
59.39,60.37,55.04,33.73,93.22,6.57,101.69,papaya
41.99,65.46,43.62,31.39,88.76,6.65,119.23,papaya
64.62,59.98,47.92,39.1,92.52,6.75,81.86,papaya
43.84,52.34,50.12,33.91,94.43,6.8,20.0,papaya
